director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western,director_high,director_low,actor_1_high,actor_1_low,actor_2_high,actor_2_low,actor_3_high,actor_3_low
Luis Mandoki,106.0,102.0,43.0,280.0,Shirley Knight,308.0,24044532.0,drama,Sonia Braga,Angel Eyes ,19686,1440,Kari Matchett,0.0,apartment|fate|gun|love|mysterious man,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,180.0,English,USA,R,38000000.0,2001.0,285.0,5.6,1.85,689,-13955468.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Peter Jackson,328.0,192.0,0.0,416.0,Billy Boyd,5000.0,377019252.0,action,Orlando Bloom,The Lord of the Rings: The Return of the King ,1215718,6434,Bernard Hill,2.0,battle|epic|king|orc|ring,http://www.imdb.com/title/tt0167260/?ref_=fn_tt_tt_1,3189.0,English,USA,PG-13,94000000.0,2003.0,857.0,8.9,2.35,16000,283019252.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Neil Jordan,44.0,133.0,277.0,8000.0,Liam Neeson,25000.0,11030963.0,thriller,Alan Rickman,Michael Collins ,24145,48482,Julia Roberts,2.0,ireland|irish|irish civil war|irish free state|sinn fein,http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1,93.0,English,UK,R,28000000.0,1996.0,14000.0,7.1,1.85,0,-16969037.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
Clint Eastwood,91.0,155.0,16000.0,229.0,Bob Gunton,18000.0,25078937.0,drama,Kevin Spacey,Midnight in the Garden of Good and Evil ,31751,19689,Leon Rippy,2.0,graveyard|murder|murder trial|reporter|trial,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,216.0,English,USA,R,30000000.0,1997.0,461.0,6.6,1.85,0,-4921063.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Guy Ritchie,116.0,120.0,0.0,452.0,Jason Flemyng,26000.0,3650677.0,crime,Jason Statham,"Lock, Stock and Two Smoking Barrels ",414976,28294,Dexter Fletcher,1.0,antique|cockney accent|hatchet|money|shotgun,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,523.0,English,UK,R,960000.0,1998.0,1000.0,8.2,1.85,21000,2690677.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
Patrice Leconte,61.0,112.0,83.0,8.0,Daniel Auteuil,2000.0,3058380.0,drama,Emir Kusturica,The Widow of Saint-Pierre ,4767,2389,Yves Jacques,1.0,archipelago|guillotine|island|prison|redemption,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,69.0,French,France,R,100000000.0,2000.0,370.0,7.3,2.35,186,-96941620.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Edward Zwick,190.0,154.0,380.0,445.0,Tony Goldwyn,10000.0,111110575.0,drama,Tom Cruise,The Last Samurai ,317166,11945,Chad Lindberg,1.0,captain|emperor|honor|japan|samurai,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,928.0,English,USA,R,140000000.0,2003.0,956.0,7.7,2.35,0,-28889425.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Tobe Hooper,223.0,120.0,365.0,723.0,Zelda Rubinstein,887.0,76600000.0,fantasy,Heather O'Rourke,Poltergeist ,105448,3876,Craig T. Nelson,0.0,ghost|haunted|haunting|house|paranormal investigator,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321.0,English,USA,PG,10700000.0,1982.0,770.0,7.4,2.35,11000,65900000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Brian De Palma,147.0,142.0,0.0,638.0,F. Murray Abraham,14000.0,44700000.0,drama,Al Pacino,Scarface ,537442,16464,Mary Elizabeth Mastrantonio,0.0,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,851.0,English,USA,R,25000000.0,1983.0,670.0,8.3,2.35,19000,19700000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Neil Jordan,105.0,109.0,277.0,345.0,Saïd Taghmaoui,2000.0,3517797.0,action,Emir Kusturica,The Good Thief ,9004,2759,Tchéky Karyo,0.0,casino|french riviera|gambler|heist|partner,http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,103.0,English,France,R,25000000.0,2002.0,378.0,6.6,1.85,287,-21482203.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
Michael Pressman,68.0,88.0,34.0,445.0,Paige Turco,642.0,78656813.0,sci_fi,Kevin Nash,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,42765,2501,Ernie Reyes Jr.,0.0,chop socky|mutant|ninja|shredder|turtle,http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1,93.0,English,USA,PG,25000000.0,1991.0,533.0,6.0,1.85,0,53656813.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
Peter Jackson,446.0,201.0,0.0,84.0,Thomas Kretschmann,6000.0,218051260.0,adventure,Naomi Watts,King Kong ,316020,7122,Evan Parke,0.0,animal name in title|ape abducts a woman|gorilla|island|king kong,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618.0,English,New Zealand,PG-13,207000000.0,2005.0,918.0,7.2,2.35,0,11051260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
Bruce Beresford,129.0,105.0,78.0,298.0,Annabeth Gish,984.0,116735231.0,mystery,Bruce Greenwood,Double Jeopardy ,56646,2129,Bruce Campbell,0.0,blood|murder|sex scene|wrongful arrest|wrongful conviction,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,336.0,English,USA,R,70000000.0,1999.0,489.0,6.4,2.35,0,46735231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
Guillaume Canet,118.0,134.0,0.0,92.0,Benoît Magimel,541.0,183662.0,drama,François Cluzet,Little White Lies ,18395,890,Gilles Lellouche,6.0,friend|restaurant|secret|unrequited love|vacation,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,48.0,French,France,Not Rated,25000000.0,2010.0,173.0,7.1,2.35,0,-24816338.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Sydney Pollack,94.0,116.0,521.0,481.0,Sydney Pollack,13000.0,177200000.0,drama,Bill Murray,Tootsie ,77366,14701,Teri Garr,1.0,actor|actress|friend|love|reputation,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,194.0,English,USA,PG,22000000.0,1982.0,521.0,7.4,2.35,0,155200000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Harold Becker,79.0,111.0,17.0,652.0,Miko Hughes,13000.0,32940507.0,crime,Bruce Willis,Mercury Rising ,54316,16537,Carrie Preston,1.0,autistic child|boy|child in danger|fbi|nsa,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,127.0,English,USA,R,60000000.0,1998.0,969.0,6.1,2.35,0,-27059493.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Michael Wadleigh,53.0,215.0,14.0,136.0,Jimi Hendrix,262.0,13300000.0,documentary,Joe Cocker,Woodstock ,12631,778,Joan Baez,0.0,drugs|hippie|music festival|the who|woodstock,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,63.0,English,USA,R,600000.0,1970.0,227.0,8.1,2.2,0,12700000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Mark Christopher,63.0,121.0,15.0,812.0,Ellen Albertini Dow,4000.0,16574731.0,drama,Salma Hayek,54 ,27675,6910,Sela Ward,4.0,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,181.0,English,USA,R,13000000.0,1998.0,957.0,5.8,1.85,0,3574731.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
Eric Blakeney,49.0,101.0,3.0,826.0,Oliver Platt,14000.0,1631839.0,crime,Liam Neeson,Gun Shy ,5936,17665,Mitch Pileggi,0.0,colombian|enema|group therapy|murder|nurse,http://www.imdb.com/title/tt0171356/?ref_=fn_tt_tt_1,91.0,English,USA,R,10000000.0,2000.0,1000.0,5.7,1.85,242,-8368161.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Phillip Noyce,47.0,117.0,176.0,308.0,Polly Walker,11000.0,83287363.0,thriller,Harrison Ford,Patriot Games ,81442,12757,Patrick Bergin,1.0,analyst|cia|ira|terrorist|terrorist attack,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,137.0,English,USA,R,45000000.0,1992.0,530.0,6.9,2.35,0,38287363.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
Mike Newell,84.0,117.0,179.0,239.0,James Fleet,1000.0,52700832.0,romance,Kristin Scott Thomas,Four Weddings and a Funeral ,107923,1862,Simon Callow,4.0,1990s|chick flick|funeral|gay relationship|wedding,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1,197.0,English,UK,R,4500000.0,1994.0,398.0,7.1,1.66,0,48200832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
David Jacobson,74.0,108.0,12.0,710.0,Bruce Dern,2000.0,568695.0,romance,Hunter Parrish,Down in the Valley ,16617,3921,Rory Culkin,2.0,beach|cowboy|cowboy hat|neo western|valley,http://www.imdb.com/title/tt0398027/?ref_=fn_tt_tt_1,110.0,English,USA,R,8000000.0,2005.0,844.0,6.5,2.35,412,-7431305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
McG,241.0,103.0,368.0,520.0,Abigail Spencer,27000.0,54758461.0,comedy,Tom Hardy,This Means War ,147641,29808,Warren Christie,3.0,best friend|cia|cia agent|dating|undercover,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,238.0,English,USA,PG-13,65000000.0,2012.0,1000.0,6.3,2.35,18000,-10241539.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Francis Ford Coppola,36.0,123.0,0.0,886.0,Bob Hoskins,12000.0,25900000.0,music,Nicolas Cage,The Cotton Club ,12771,18793,Fred Gwynne,1.0,brothers hugging|jazz|jealousy|nudity|parole violation,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1,84.0,English,USA,R,58000000.0,1984.0,5000.0,6.5,1.85,828,-32100000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Kerry Conran,197.0,106.0,14.0,582.0,Laurence Olivier,11000.0,37760080.0,thriller,Angelina Jolie Pitt,Sky Captain and the World of Tomorrow ,72868,12871,Bai Ling,2.0,captain|pilot|reporter|robot|scientist,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,618.0,English,USA,PG,70000000.0,2004.0,1000.0,6.1,1.85,0,-32239920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
Andrew Stanton,421.0,98.0,475.0,522.0,Fred Willard,1000.0,223806889.0,animation,John Ratzenberger,WALL·E ,718837,2975,Jeff Garlin,0.0,earth|obesity|plant|robot|soil,http://www.imdb.com/title/tt0910970/?ref_=fn_tt_tt_1,1043.0,English,USA,G,180000000.0,2008.0,729.0,8.4,2.35,16000,43806889.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Agnieszka Holland,78.0,104.0,238.0,22.0,David Kennedy,60.0,352786.0,drama,Phyllida Law,Copying Beethoven ,11132,150,Angus Barnett,0.0,music copyist|music student|musical composition|student|symphony,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,86.0,English,USA,PG-13,11000000.0,2006.0,35.0,6.8,2.35,0,-10647214.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Harold Becker,79.0,111.0,17.0,652.0,Miko Hughes,13000.0,32940507.0,drama,Bruce Willis,Mercury Rising ,54316,16537,Carrie Preston,1.0,autistic child|boy|child in danger|fbi|nsa,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,127.0,English,USA,R,60000000.0,1998.0,969.0,6.1,2.35,0,-27059493.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
John Lasseter,166.0,74.0,487.0,802.0,John Ratzenberger,15000.0,191796233.0,adventure,Tom Hanks,Toy Story ,623757,19046,Jim Varney,1.0,claw crane|cowboy|jealousy|rivalry|toy,http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1,391.0,English,USA,G,30000000.0,1995.0,1000.0,8.3,1.85,0,161796233.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
McG,102.0,107.0,368.0,1000.0,Bernie Mac,2000.0,100685880.0,adventure,Demi Moore,Charlie's Angels: Full Throttle ,100821,4046,Justin Theroux,0.0,fbi|murder|ring|witness protection|witness protection program,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1,554.0,English,USA,PG-13,120000000.0,2003.0,1000.0,4.8,2.35,0,-19314120.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Barry Levinson,137.0,104.0,272.0,17000.0,Robin Wright,22000.0,1089365.0,drama,Robert De Niro,What Just Happened ,23767,71973,Kristen Stewart,1.0,actor|agent|beard|cannes|hollywood,http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1,111.0,English,USA,R,25000000.0,2008.0,18000.0,5.7,2.35,845,-23910635.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
John Carpenter,201.0,106.0,0.0,381.0,Adrienne Barbeau,742.0,25244700.0,sci_fi,Donald Pleasence,Escape from New York ,91017,2270,Tom Atkins,1.0,1990s|police|prison|rescue|year 1997,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,284.0,English,UK,R,6000000.0,1981.0,602.0,7.2,2.35,0,19244700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
Garry Marshall,82.0,125.0,0.0,700.0,Hector Elizondo,8000.0,178406268.0,comedy,Julia Roberts,Pretty Woman ,213476,11135,Jason Alexander,2.0,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,271.0,English,USA,R,14000000.0,1990.0,995.0,6.9,1.85,11000,164406268.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
D.J. Caruso,253.0,105.0,154.0,501.0,Aaron Yoo,884.0,80050171.0,thriller,Sarah Roemer,Disturbia ,186984,2287,Jose Pablo Cantillo,0.0,binoculars|electronic tag|house arrest|neighbor|watching someone,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491.0,English,USA,PG-13,20000000.0,2007.0,617.0,6.9,1.85,0,60050171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
Martin Scorsese,682.0,126.0,17000.0,1000.0,Christopher Lee,17000.0,73820094.0,family,Chloë Grace Moretz,Hugo ,245333,36017,Ray Winstone,0.0,automaton|mechanical|railway station|steampunk|train,http://www.imdb.com/title/tt0970179/?ref_=fn_tt_tt_1,678.0,English,USA,PG,170000000.0,2011.0,16000.0,7.5,1.85,42000,-96179906.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Clark Johnson,144.0,117.0,69.0,1000.0,Josh Charles,10000.0,116643346.0,action,Jeremy Renner,S.W.A.T. ,119807,14486,LL Cool J,1.0,hostage|police|prison|swat team|training,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,340.0,English,USA,PG-13,80000000.0,2003.0,1000.0,6.0,2.35,0,36643346.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Harley Cokeliss,27.0,92.0,4.0,311.0,Tracey Walter,754.0,3060858.0,action,Cliff Robertson,Malone ,1768,1891,Dennis Burkley,4.0,assassin|box office flop|cia|farmer|power,http://www.imdb.com/title/tt0093483/?ref_=fn_tt_tt_1,37.0,English,USA,R,10000000.0,1987.0,324.0,5.6,1.85,208,-6939142.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Guy Ritchie,209.0,114.0,0.0,1000.0,Gerard Butler,27000.0,5694401.0,crime,Tom Hardy,RocknRolla ,194489,46944,Tom Wilkinson,4.0,accountant|finger gun|homosexual|killed in an elevator|painting,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,192.0,English,UK,R,18000000.0,2008.0,18000.0,7.3,2.35,12000,-12305599.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Rachel Talalay,91.0,93.0,54.0,581.0,Tom Arnold,40000.0,34872293.0,thriller,Johnny Depp,Freddy's Dead: The Final Nightmare ,30765,42002,Yaphet Kotto,0.0,dark comedy|dream|freddy krueger|nightmare|serial murder,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,252.0,English,USA,R,8500000.0,1991.0,618.0,4.9,1.85,963,26372293.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
David Soren,166.0,96.0,13.0,463.0,Snoop Dogg,16000.0,83024900.0,adventure,Ryan Reynolds,Turbo ,62424,17416,Ben Schwartz,0.0,accident|freak accident|race|snail|underdog,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,90.0,English,USA,PG,135000000.0,2013.0,881.0,6.5,2.35,13000,-51975100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Ari Folman,231.0,90.0,56.0,0.0,Ronny Dayag,56.0,2283276.0,documentary,Ari Folman,Waltz with Bashir ,46107,56,Zahava Solomon,0.0,bar|dog|interview|lebanon|nightmare,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,156.0,Hebrew,Israel,R,1500000.0,2008.0,0.0,8.0,1.85,0,783276.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Clint Eastwood,229.0,138.0,16000.0,262.0,Spencer Treat Clark,616.0,90135191.0,mystery,John Doman,Mystic River ,338415,1942,Tom Guiry,0.0,ballistics|detective|friend|gun|sexual abuse,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,935.0,English,USA,R,25000000.0,2003.0,541.0,8.0,2.35,12000,65135191.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
James Mangold,291.0,153.0,446.0,154.0,Dallas Roberts,523.0,119518352.0,drama,Sandra Ellis Lafferty,Walk the Line ,188637,1383,Tyler Hilton,0.0,1960s|accident|concert|guitar|prison,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,815.0,English,USA,PG-13,28000000.0,2005.0,405.0,7.9,2.39,11000,91518352.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Les Mayfield,53.0,90.0,10.0,159.0,Jodi Benson,49000.0,92969824.0,comedy,Robin Williams,Flubber ,63625,50005,Sam Lloyd,1.0,college|flubber|flying rubber|professor|wedding,http://www.imdb.com/title/tt0119137/?ref_=fn_tt_tt_1,64.0,English,USA,PG,80000000.0,1997.0,570.0,5.2,1.85,0,12969824.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Michael Bay,366.0,150.0,0.0,464.0,Kevin Dunn,894.0,402076689.0,action,Glenn Morshower,Transformers: Revenge of the Fallen ,323207,3218,Ramon Rodriguez,0.0,autobot|decepticon|machine|sun|symbol,http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1,1439.0,English,USA,PG-13,200000000.0,2009.0,581.0,6.0,2.35,0,202076689.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Ethan Coen,488.0,122.0,1000.0,883.0,Stephen Root,2000.0,74273505.0,drama,Kelly Macdonald,No Country for Old Men ,612060,4738,Barry Corbin,0.0,coin toss|desert|sheriff|texas|tracking device,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,1518.0,English,USA,R,25000000.0,2007.0,939.0,8.1,2.35,21000,49273505.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Peter Lord,238.0,88.0,91.0,591.0,Russell Tovey,4000.0,31051126.0,animation,Salma Hayek,The Pirates! Band of Misfits ,36877,6254,Brian Blessed,0.0,charles darwin|cutlass|pirate|queen victoria|scientist,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,101.0,English,UK,PG,55000000.0,2012.0,796.0,6.7,2.35,0,-23948874.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Michael Sucsy,214.0,104.0,23.0,281.0,Lucas Bryant,17000.0,125014030.0,romance,Channing Tatum,The Vow ,145852,18322,Dillon Casey,0.0,car accident|life support|memory loss|trauma|voice recording,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,164.0,English,USA,PG-13,30000000.0,2012.0,359.0,6.8,2.35,32000,95014030.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
Scott Cooper,391.0,123.0,108.0,3000.0,Benedict Cumberbatch,40000.0,62563543.0,biography,Johnny Depp,Black Mass ,115216,63769,Adam Scott,7.0,based on true story|boston massachusetts|fbi agent|gangster|true crime,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1,289.0,English,USA,R,53000000.0,2015.0,19000.0,7.0,2.35,44000,9563543.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Jonas Åkerlund,92.0,106.0,68.0,391.0,Nicholas Gonzalez,835.0,410241.0,crime,Patrick Fugit,Spun ,32357,2110,Debbie Harry,0.0,male nudity|meth|meth lab|nudity|speed freak,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,199.0,English,USA,R,2000000.0,2002.0,601.0,6.8,1.85,3000,-1589759.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Ridley Scott,97.0,125.0,0.0,957.0,Demi Moore,10000.0,48154732.0,drama,Viggo Mortensen,G.I. Jane ,60326,15569,John Michael Higgins,1.0,feminism|hit in the crotch|kicked in the crotch|kicked in the testicles|navy,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1,142.0,English,USA,R,50000000.0,1997.0,2000.0,5.8,2.35,2000,-1845268.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
Ron Howard,185.0,111.0,2000.0,244.0,Clint Howard,17000.0,48430355.0,drama,Channing Tatum,The Dilemma ,43709,18510,Chelcie Ross,2.0,best friend|friend|investigation|secret|two word title,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,141.0,English,USA,PG-13,70000000.0,2011.0,1000.0,5.3,2.35,0,-21569645.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Rich Christiano,16.0,95.0,14.0,221.0,D. David Morin,284.0,15278.0,fantasy,Gavin MacLeod,Time Changer ,1742,1185,Hal Linden,1.0,bible|christian propaganda|christianity|time machine|zealot,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,158.0,English,USA,PG,825000.0,2002.0,234.0,5.6,1.85,409,-809722.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
John Gatins,75.0,98.0,61.0,83.0,Freddy Rodríguez,649.0,32701088.0,drama,Ken Howard,Dreamer: Inspired by a True Story ,10018,1400,Holmes Osborne,1.0,colon in title|horse|kentucky|overalls|six word title,http://www.imdb.com/title/tt0418647/?ref_=fn_tt_tt_1,108.0,English,USA,PG,32000000.0,2005.0,579.0,6.9,2.35,0,701088.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
John Ottman,108.0,97.0,83.0,579.0,Joey Lawrence,912.0,21468807.0,mystery,Loretta Devine,Urban Legends: Final Cut ,13048,2682,Jacinda Barrett,2.0,film set|movie set|sequel|slow motion|urban legend,http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1,227.0,English,USA,R,14000000.0,2000.0,786.0,4.1,2.35,243,7468807.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Joseph Kosinski,469.0,125.0,364.0,1000.0,Olivia Wilde,12000.0,172051787.0,adventure,Jeff Bridges,TRON: Legacy ,264183,25550,James Frain,0.0,arcade|bridge|disappearance|escape|warrior,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,665.0,English,USA,PG,170000000.0,2010.0,10000.0,6.8,2.35,30000,2051787.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
