director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,profit,gross_bin,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western,director_high,director_low,actor_1_high,actor_1_low,actor_2_high,actor_2_low,actor_3_high,actor_3_low,is_english,profit_binary
Alexandre Aja,108.0,192.0,580.0,Greg Nicotero,1000.0,41777564.0,Dan Byrd,The Hills Have Eyes ,4500,Vinessa Shaw,0.0,desert|horror movie remake|murder of family|rape|slasher,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,English,USA,R,15000000.0,2006,1000.0,2.35,26777564.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Sam Weisman,98.0,39.0,428.0,Jenna Boyd,593.0,22734486.0,Kevin Grevioux,Dickie Roberts: Former Child Star ,2713,Mary McCormack,1.0,dental braces|dental headgear|former child star|panties|white panties,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,English,USA,PG-13,17000000.0,2003,517.0,2.35,5734486.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
Niki Caro,129.0,51.0,89.0,Valente Rodriguez,427.0,44469602.0,Morgan Saylor,"McFarland, USA ",952,Diana Maria Riva,0.0,coach|high school|place name in title|school|student,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,English,USA,PG,17000000.0,2015,234.0,2.35,27469602.0,0.6666666666666666,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
Jason Moore,112.0,36.0,746.0,Hana Mae Lee,10000.0,64998368.0,Anna Kendrick,Pitch Perfect ,12676,Ben Platt,4.0,a cappella|competition|dj|female protagonist|lesbian,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,English,USA,PG-13,17000000.0,2012,751.0,1.85,47998368.0,0.6666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Michael Tollin,108.0,19.0,505.0,Brian Dennehy,973.0,19693891.0,Marc Blucas,Summer Catch ,3344,Bruce Davison,2.0,baseball|baseball player|night|rivalry|summer,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,English,USA,PG-13,34000000.0,2001,954.0,1.85,-14306109.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0
Sam Raimi,121.0,0.0,244.0,Bridget Fonda,989.0,16311763.0,Gary Cole,A Simple Plan ,2365,Chelcie Ross,1.0,bag of money|found money|minnesota|screenplay adapted by author|snow,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,English,UK,R,17000000.0,1998,888.0,1.85,-688237.0,0.3333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0
Robert Harmon,89.0,11.0,973.0,Ethan Embry,1000.0,12693621.0,Alexander Gould,They ,4060,Marc Blucas,0.0,darkness|friend|kiss|nightmare|suicide,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,English,USA,PG-13,17000000.0,2002,982.0,2.35,-4306379.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0
Trent Cooper,89.0,0.0,323.0,Larry the Cable Guy,690.0,15655665.0,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,2135,Megyn Price,2.0,diner|food poisoning|health inspector|restaurant|undercover,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,English,USA,PG-13,4000000.0,2006,400.0,1.33,11655665.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Gary Halvorson,73.0,11.0,142.0,Kevin Clash,1000.0,11634458.0,Vanessa Williams,The Adventures of Elmo in Grouchland ,2020,Caroll Spinney,0.0,based on tv series|blanket|box office flop|rescue|sesame street,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,English,USA,G,17000000.0,1999,436.0,1.85,-5365542.0,0.3333333333333333,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
Antoine Fuqua,132.0,847.0,625.0,Lili Taylor,3000.0,27154426.0,Don Cheadle,Brooklyn's Finest ,6317,Armando Riesco,1.0,catholic|corrupt cop|new york city|police detective|police officer killed,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,English,USA,R,17000000.0,2009,960.0,2.35,10154426.0,0.3333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
Fede Alvarez,96.0,201.0,58.0,Elizabeth Blackmore,394.0,54239856.0,Lou Taylor Pucci,Evil Dead ,673,Ellen Sandweiss,0.0,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,English,USA,R,17000000.0,2013,150.0,2.35,37239856.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Donald Petrie,98.0,80.0,399.0,Harland Williams,567.0,8662318.0,Nia Vardalos,My Life in Ruins ,2016,Rachel Dratch,1.0,greece|greek|tour bus|tour guide|tourist,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,English,USA,PG-13,17000000.0,2009,503.0,1.85,-8337682.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
Paul Weitz,107.0,80.0,841.0,Dennis Quaid,2000.0,7156725.0,Judy Greer,American Dreamz ,5992,Chris Klein,6.0,chief of staff|contest|president|singing|terrorist,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,English,USA,PG-13,19000000.0,2006,2000.0,1.85,-11843275.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
Sidney J. Furie,134.0,22.0,488.0,Margot Kidder,1000.0,15681020.0,Jim Broadbent,Superman IV: The Quest for Peace ,3007,William Hootkins,6.0,box office flop|dc comics|hair|nuclear disarmament|superman,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,English,UK,PG,17000000.0,1987,593.0,2.35,-1318980.0,0.3333333333333333,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
Wayne Kramer,122.0,47.0,834.0,Chazz Palminteri,23000.0,6855137.0,Paul Walker,Running Scared ,27381,Ivana Milicevic,2.0,adult child friendship|corrupt cop|fistfight|gangster|thug,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,English,Germany,R,17000000.0,2006,979.0,2.35,-10144863.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
Jim Goddard,97.0,3.0,161.0,Paul Freeman,400.0,2315683.0,Victor Wong,Shanghai Surprise ,805,Clyde Kusatsu,0.0,china|missionary|opium|villain|year 1937,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,English,UK,PG-13,17000000.0,1986,193.0,1.85,-14684317.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
Neil Burger,110.0,168.0,96.0,Eddie Marsan,3000.0,39825798.0,Rufus Sewell,The Illusionist ,4210,Jake Wood,3.0,duchess|illusionist|magician|prince|supernatural power,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2006,979.0,1.85,23825798.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
Noel Marshall,102.0,4.0,60.0,Melanie Griffith,634.0,2000000.0,Tippi Hedren,Roar ,1262,Zakes Mokae,0.0,chase|dead man|jungle|killing a lion|killing a tiger,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,English,USA,PG,17000000.0,1981,537.0,2.35,-15000000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
Joel Schumacher,98.0,541.0,71.0,David Murray,214.0,1569918.0,Brenda Fricker,Veronica Guerin ,409,Gerard McSorley,1.0,criminal|drug lord|gunshot|irish|journalist,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,English,Ireland,R,17000000.0,2003,96.0,2.35,-15430082.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0
Richard Kelly,160.0,219.0,215.0,Curtis Armstrong,1000.0,273420.0,Janeane Garofalo,Southland Tales ,2340,Chris Andrew Ciulla,6.0,amnesia|boxer|conspiracy|police|porn star,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,English,France,R,17000000.0,2006,876.0,2.35,-16726580.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
Todd Lincoln,83.0,57.0,62.0,Rick Gomez,465.0,4930798.0,Julianna Guill,The Apparition ,730,Tim Williams,1.0,e mail|evil spirit|experiment|fear|supernatural,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,English,USA,PG-13,17000000.0,2012,152.0,2.35,-12069202.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
Howard Zieff,102.0,6.0,165.0,Jamie Lee Curtis,3000.0,59847242.0,Macaulay Culkin,My Girl ,5433,Griffin Dunne,1.0,best friend|funeral|girl|overalls|summer,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,English,USA,PG-13,16500000.0,1991,2000.0,1.85,43347242.0,0.6666666666666666,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Steven Shainberg,122.0,30.0,260.0,Ty Burrell,21000.0,220914.0,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus ,25173,Matt Servitto,2.0,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,English,USA,R,16800000.0,2006,3000.0,1.85,-16579086.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
Neil Burger,110.0,168.0,96.0,Eddie Marsan,3000.0,39825798.0,Rufus Sewell,The Illusionist ,4210,Jake Wood,3.0,duchess|illusionist|magician|prince|supernatural power,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2006,979.0,1.85,23825798.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
Oliver Stone,126.0,0.0,168.0,Tamara Tunie,826.0,43848100.0,Hal Holbrook,Wall Street ,1607,James Karen,2.0,1980s|argument|critique of capitalism|f word|fired from the job,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,English,USA,R,15000000.0,1987,508.0,1.85,28848100.0,0.6666666666666666,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Ang Lee,136.0,0.0,1000.0,Kate Winslet,25000.0,42700000.0,Alan Rickman,Sense and Sensibility ,41059,Tom Wilkinson,2.0,1810s|female protagonist|horseback riding|inheritance|three word title,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,English,USA,PG,16500000.0,1995,14000.0,1.85,26200000.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1
Julian Jarrold,120.0,11.0,281.0,Julie Walters,11000.0,18663911.0,Anne Hathaway,Becoming Jane ,12554,Laurence Fox,1.0,country estate|jane austen|lady|love|writing,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,English,UK,PG,16500000.0,2007,838.0,2.35,2163911.0,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
Joe Nussbaum,108.0,18.0,433.0,Matt Long,714.0,11702090.0,Danny Strong,Sydney White ,2785,Samm Levine,2.0,college|college girl|female protagonist|sorority|sorority house,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,English,USA,PG-13,16500000.0,2007,701.0,2.35,-4797910.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Vadim Perelman,126.0,26.0,385.0,Kim Dickens,638.0,13005485.0,Frances Fisher,House of Sand and Fog ,2282,Ron Eldard,0.0,auction|home|house|iranian|marriage,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,English,USA,R,15000000.0,2003,624.0,1.85,-1994515.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Peter Weir,128.0,608.0,1000.0,Josh Charles,49000.0,95860116.0,Robin Williams,Dead Poets Society ,51609,Kurtwood Smith,0.0,education|english teacher|poet|professor|student,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,English,USA,PG,16400000.0,1989,1000.0,1.85,79460116.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Peter Farrelly,113.0,137.0,481.0,Mike Starr,879.0,127175354.0,Lauren Holly,Dumb & Dumber ,2985,Teri Garr,2.0,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,1994,854.0,1.85,111175354.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Rob Reiner,89.0,0.0,62.0,Gretchen Palmer,227.0,92823600.0,Bruno Kirby,When Harry Met Sally... ,485,Harley Jane Kozak,0.0,friendship|love|male female friendship|new york|sex,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,English,USA,R,16000000.0,1989,73.0,1.85,76823600.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Sidney Lumet,129.0,0.0,359.0,James Mason,844.0,54000000.0,Charlotte Rampling,The Verdict ,2330,Jack Warden,0.0,archdiocese|court|hospital|lawyer|malpractice,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,English,USA,R,16000000.0,1982,617.0,1.85,38000000.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1
Todd Phillips,94.0,480.0,486.0,Rachel Blanchard,1000.0,68525609.0,Ethan Suplee,Road Trip ,3889,Paulo Costanzo,5.0,blonde|college|friend|highway travel|road trip,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,English,USA,R,15600000.0,2000,490.0,1.85,52925609.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Brian Robbins,106.0,48.0,35.0,Ron Lester,23000.0,52885587.0,Paul Walker,Varsity Blues ,23369,Mark Walters,0.0,coach|coyote|popularity|quarterback|texas,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1,English,USA,R,16000000.0,1999,255.0,1.85,36885587.0,0.6666666666666666,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1
Michel Hazanavicius,100.0,405.0,628.0,Ed Lauter,996.0,44667095.0,Bérénice Bejo,The Artist ,4606,Beth Grant,0.0,1920s|jack russell terrier|modern silent movie|movie star|movie studio,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,English,France,PG-13,15000000.0,2011,897.0,1.33,29667095.0,0.6666666666666666,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
David S. Goyer,89.0,687.0,389.0,Atticus Shaffer,10000.0,42638165.0,Gary Oldman,The Unborn ,12183,Rachel Brosnahan,1.0,babysitting|experiment|nightmare|possession|twin,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2009,787.0,2.35,26638165.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
Wes Anderson,94.0,0.0,559.0,Bill Murray,13000.0,45507053.0,Bruce Willis,Moonrise Kingdom ,27911,Bob Balaban,2.0,1960s|boy scouts|boy scouts camp|coming of age|young love,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2012,13000.0,1.85,29507053.0,0.6666666666666666,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Jonathan Liebesman,83.0,473.0,597.0,Jordana Brewster,20000.0,39511038.0,Matt Bomer,The Texas Chainsaw Massacre: The Beginning ,26402,Lew Temple,0.0,cannibal|car accident|leatherface|psychopath|slaughterhouse,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,English,USA,R,16000000.0,2006,4000.0,1.85,23511038.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Cyrus Nowrasteh,111.0,19.0,107.0,Vincent Walsh,241.0,6462576.0,Clive Russell,The Young Messiah ,824,Finn Ireland,0.0,based on novel,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,English,USA,PG-13,18500000.0,2016,118.0,2.35,-12037424.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
Perry Andelin Blake,80.0,11.0,499.0,Kenan Thompson,911.0,40363530.0,Jennifer Esposito,The Master of Disguise ,3058,James Brolin,2.0,disguise|mask|master of disguise|restaurant|waiter,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,English,USA,PG,16000000.0,2002,521.0,1.85,24363530.0,0.6666666666666666,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Guillermo del Toro,112.0,0.0,250.0,Maribel Verdú,634.0,37623143.0,Ivana Baquero,Pan's Labyrinth ,1322,Sergi López,0.0,fairy|fairy tale|faun|princess|spain,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,Spanish,Spain,R,13500000.0,2006,269.0,1.85,24123143.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
John Whitesell,94.0,14.0,635.0,Angus T. Jones,1000.0,33357476.0,Leslie Bibb,See Spot Run ,4194,Paul Sorvino,0.0,boy|fbi|mailman|van|witness protection,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,English,USA,PG,35000000.0,2001,1000.0,1.85,-1642524.0,0.6666666666666666,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
John Singleton,130.0,309.0,522.0,Snoop Dogg,939.0,28734552.0,Mo'Nique,Baby Boy ,3107,Angell Conwell,2.0,cartoon on tv|family relationships|physical abuse|single parent|two word title,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,English,USA,R,16000000.0,2001,881.0,1.85,12734552.0,0.3333333333333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1
Christian E. Christiansen,91.0,26.0,638.0,Danneel Ackles,3000.0,37300107.0,Leighton Meester,The Roommate ,5349,Frances Fisher,1.0,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2011,1000.0,2.35,21300107.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
Dennie Gordon,91.0,29.0,459.0,Erik Per Sullivan,861.0,27087695.0,Brittany Daniel,Joe Dirt ,2543,Fred Ward,0.0,first part|grand canyon|highway travel|indian|janitor,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,English,USA,PG-13,17700000.0,2001,593.0,1.85,9387695.0,0.3333333333333333,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Sheldon Lettich,110.0,23.0,51.0,Alonna Shaw,633.0,30102717.0,Bolo Yeung,Double Impact ,874,Kamel Krifa,2.0,boat|hong kong|murder|tunnel|twins,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,English,USA,R,15000000.0,1991,67.0,1.85,15102717.0,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Edgar Wright,121.0,1000.0,108.0,Joe Cornish,175.0,23618786.0,Bill Bailey,Hot Fuzz ,485,Billie Whitelaw,1.0,accident|conspiracy|police|police officer|village,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,English,UK,R,8000000.0,2007,115.0,2.35,15618786.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1
Diane English,114.0,15.0,650.0,Debi Mazar,851.0,26896744.0,Jada Pinkett Smith,The Women ,3485,Debra Messing,4.0,beauty salon|divorce|fashion|new york|perfume,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,English,USA,PG-13,16500000.0,2008,680.0,1.85,10396744.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
Woody Allen,96.0,11000.0,252.0,Kevin Dunn,19000.0,23213577.0,Scarlett Johansson,Vicky Cristina Barcelona ,19894,Christopher Evan Welch,0.0,art|artist|painter|sex|summer,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,English,Spain,PG-13,15500000.0,2008,581.0,1.85,7713577.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1
Robert Iscove,94.0,7.0,95.0,Amanda Detmer,3000.0,20627372.0,Alyson Hannigan,Boys and Girls ,3451,Tsianina Joelson,3.0,best friend|break up|friendship|graduation|male in underwear,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2000,240.0,1.85,4627372.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
Peter Kosminsky,109.0,7.0,450.0,Cole Hauser,835.0,16346122.0,Patrick Fugit,White Oleander ,2572,Marc Donato,0.0,california|foster home|love|oleander|prison,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2002,787.0,1.85,346122.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
Karyn Kusama,107.0,45.0,271.0,Amy Sedaris,24000.0,16204793.0,J.K. Simmons,Jennifer's Body ,24805,Cynthia Stevenson,1.0,cannibalism|cheerleader|condom|hook for hand|satanic ritual,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,English,USA,R,16000000.0,2009,396.0,1.85,204793.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
Nick Gomez,96.0,22.0,324.0,Jamie Lee Curtis,8000.0,15427192.0,Will Ferrell,Drowning Mona ,11078,Tracey Walter,0.0,crying woman|plot|suspect|waitress|younger man older woman relationship,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2000,2000.0,1.85,-572808.0,0.3333333333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
Woody Allen,88.0,11000.0,233.0,Don Pardo,854.0,14792779.0,Mike Starr,Radio Days ,1653,Julie Kavner,0.0,beach|cigarette girl|radio|woman holding a baby|working class,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,English,USA,PG,16000000.0,1987,410.0,1.85,-1207221.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
Vic Armstrong,110.0,179.0,734.0,Lea Thompson,12000.0,13998282.0,Nicolas Cage,Left Behind ,15044,Quinton Aaron,1.0,bible quote|chaos|faith|riot|shrine,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2014,1000.0,2.35,-2001718.0,0.3333333333333333,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
Allen Coulter,113.0,47.0,238.0,Lena Olin,21000.0,19057024.0,Robert Pattinson,Remember Me ,22088,Ruby Jerins,0.0,binge drinking|new york|new york city|september 11 2001|suicide,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2010,541.0,1.85,3057024.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
Clare Kilner,101.0,6.0,258.0,Alexandra Holden,812.0,14108518.0,Dylan Baker,How to Deal ,1882,Trent Ford,1.0,best friend|high school|mother|sister|wedding,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000.0,2003,326.0,1.85,-1891482.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
