duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit
120.0,508.0,1000.0,21000.0,36062,1.0,2011.0,11000.0,6.9,2.35,33000,20700247.0
97.0,96.0,403.0,13000.0,14432,1.0,1989.0,549.0,6.3,2.35,0,8408614.0
135.0,456.0,241.0,422.0,1083,2.0,2005.0,286.0,7.8,2.35,17000,10372662.0
132.0,274.0,11000.0,26000.0,72881,0.0,2012.0,17000.0,6.1,2.35,53000,-14888185.0
271.0,33.0,251.0,854.0,2107,0.0,1993.0,702.0,7.7,1.85,0,-14230040.0
95.0,80.0,287.0,3000.0,4634,1.0,1994.0,450.0,5.2,1.85,0,-1912244.0
98.0,129.0,221.0,749.0,2214,0.0,2011.0,252.0,7.2,1.85,0,-8245681.0
106.0,6.0,422.0,12000.0,15015,1.0,2001.0,2000.0,6.4,1.85,0,-104868170.0
128.0,272.0,383.0,2000.0,3888,0.0,1994.0,812.0,6.0,2.35,0,28000000.0
108.0,54.0,6000.0,12000.0,30230,1.0,2015.0,11000.0,7.8,2.35,31000,-79860848.0
90.0,97.0,56.0,622.0,1227,1.0,2009.0,526.0,7.0,2.35,0,24870275.0
125.0,55.0,2.0,991.0,1003,4.0,2008.0,10.0,7.1,2.35,1000,-38972251.0
160.0,219.0,215.0,1000.0,2340,6.0,2006.0,876.0,5.5,2.35,0,-16726580.0
103.0,2.0,226.0,2000.0,3192,2.0,2005.0,508.0,7.4,1.85,0,8013113.0
116.0,12000.0,552.0,22000.0,24618,3.0,1996.0,617.0,5.8,2.35,0,-36426209.0
110.0,116.0,898.0,1000.0,5127,2.0,1978.0,944.0,7.2,2.35,13000,175360000.0
99.0,220.0,599.0,812.0,3337,3.0,1996.0,787.0,6.6,1.85,344,-11272676.0
115.0,0.0,266.0,12000.0,13619,0.0,1993.0,1000.0,7.4,2.35,2000,3842000.0
122.0,0.0,939.0,18000.0,21163,0.0,2010.0,1000.0,7.0,2.35,0,-13461796.0
161.0,767.0,87.0,682.0,1035,2.0,1957.0,119.0,8.2,2.35,0,24200000.0
113.0,181.0,300.0,33000.0,34738,3.0,2013.0,301.0,6.7,2.35,40000,-14003282.0
141.0,16000.0,78.0,378.0,751,0.0,2006.0,85.0,7.9,2.35,5000,-5246069.0
109.0,473.0,582.0,14000.0,16611,0.0,2003.0,919.0,6.1,2.35,0,-9816803.0
124.0,212.0,369.0,13000.0,15229,1.0,1993.0,730.0,6.4,2.35,0,14049211.0
117.0,17.0,912.0,1000.0,6554,9.0,2007.0,997.0,6.1,2.35,0,36121934.0
118.0,41.0,274.0,556.0,1873,1.0,2002.0,463.0,6.6,2.35,455,-5940412.0
112.0,17000.0,354.0,22000.0,23737,0.0,1973.0,926.0,7.4,1.85,0,-467355.0
99.0,71.0,1000.0,18000.0,23344,0.0,2000.0,1000.0,4.9,2.35,0,5000377.0
113.0,47.0,129.0,988.0,1783,0.0,2014.0,149.0,6.8,2.35,38000,68413606.0
120.0,365.0,723.0,887.0,3876,0.0,1982.0,770.0,7.4,2.35,11000,65900000.0
93.0,8.0,400.0,45000.0,46868,0.0,2013.0,541.0,4.0,2.35,0,10152879.0
116.0,18.0,249.0,2000.0,3753,0.0,2000.0,1000.0,5.7,2.35,470,-9800895.0
251.0,311.0,595.0,940.0,2957,2.0,1963.0,726.0,7.0,2.2,0,26635000.0
90.0,57.0,92.0,1000.0,1528,0.0,2013.0,235.0,7.1,2.35,0,-808054.0
95.0,263.0,179.0,263.0,993,0.0,2001.0,261.0,7.8,1.85,0,-2970919.0
101.0,343.0,384.0,581.0,2373,1.0,1987.0,571.0,6.6,1.37,0,11122105.0
107.0,14.0,311.0,403.0,1577,1.0,2010.0,368.0,5.1,2.35,0,-18816646.0
145.0,80.0,794.0,13000.0,16094,0.0,1976.0,1000.0,8.1,1.33,0,116275247.0
110.0,0.0,327.0,13000.0,14609,1.0,2001.0,1000.0,7.6,2.35,0,31353636.0
103.0,10.0,7.0,21.0,58,3.0,2015.0,18.0,6.1,2.35,0,-64927587.0
118.0,22000.0,319.0,14000.0,15658,0.0,2002.0,509.0,7.2,2.35,0,21263182.0
137.0,16000.0,363.0,29000.0,36258,0.0,2011.0,6000.0,6.6,2.35,16000,2304950.0
107.0,188.0,631.0,11000.0,13904,0.0,2014.0,641.0,6.4,1.85,0,6019483.0
115.0,101.0,585.0,13000.0,15708,1.0,2013.0,1000.0,6.7,2.35,34000,-24878709.0
116.0,176.0,322.0,783.0,2097,4.0,2016.0,370.0,5.5,2.35,62000,-25900341.0
92.0,14.0,488.0,789.0,2318,1.0,1995.0,520.0,5.4,1.85,1000,-9975917.0
105.0,160.0,490.0,852.0,2603,0.0,2006.0,521.0,5.6,2.35,4000,1014398.0
107.0,101.0,743.0,931.0,4664,1.0,1998.0,852.0,7.1,1.85,0,153483808.0
86.0,67.0,271.0,4000.0,6355,3.0,2002.0,2000.0,4.9,1.85,0,69288182.0
125.0,159.0,39.0,3000.0,3142,2.0,2002.0,61.0,6.5,2.35,0,-16693834.0
93.0,13.0,173.0,15000.0,15638,3.0,2006.0,460.0,5.1,2.35,823,-39347474.0
98.0,323.0,511.0,933.0,3357,0.0,2003.0,631.0,6.5,2.35,0,-23463880.0
95.0,0.0,98.0,11000.0,11994,0.0,2002.0,876.0,7.3,2.35,0,-7208969.0
90.0,76.0,345.0,798.0,2217,0.0,2006.0,769.0,6.6,1.85,0,-4863568.0
93.0,16.0,258.0,567.0,1775,1.0,2001.0,326.0,6.1,2.35,618,-8080104.0
119.0,0.0,244.0,10000.0,11013,0.0,1995.0,345.0,6.8,1.85,0,46807024.0
100.0,97.0,2000.0,11000.0,22128,0.0,2014.0,8000.0,7.8,2.35,64000,197756197.0
85.0,0.0,178.0,332.0,1090,0.0,2005.0,285.0,6.5,2.35,0,31859105.0
122.0,151.0,11000.0,24000.0,50950,2.0,2007.0,15000.0,6.8,2.35,0,-17835684.0
110.0,22.0,48.0,434.0,645,1.0,2010.0,95.0,6.1,2.35,0,-1043871.0
102.0,91.0,434.0,1000.0,3037,3.0,2003.0,934.0,5.0,2.35,542,21285499.0
96.0,571.0,370.0,2000.0,4590,0.0,2010.0,973.0,6.8,1.85,19000,-2177843.0
201.0,0.0,84.0,6000.0,7122,0.0,2005.0,918.0,7.2,2.35,0,11051260.0
187.0,16000.0,1000.0,46000.0,49912,1.0,2015.0,1000.0,7.9,2.76,114000,10116191.0
130.0,545.0,697.0,15000.0,28018,1.0,1988.0,11000.0,7.3,1.85,0,96968774.0
99.0,30.0,209.0,480.0,1234,3.0,2007.0,257.0,6.4,2.35,226,-7601580.0
121.0,16000.0,826.0,16000.0,19139,0.0,1997.0,1000.0,6.7,2.35,1000,7168.0
95.0,216.0,968.0,1000.0,4755,0.0,1992.0,1000.0,5.9,1.85,1000,-1260859.0
125.0,0.0,968.0,22000.0,37606,2.0,2006.0,14000.0,7.1,1.85,0,-11827231.0
90.0,176.0,825.0,931.0,4431,1.0,2006.0,839.0,5.1,2.35,498,-9352616.0
127.0,96.0,577.0,746.0,2393,1.0,1999.0,602.0,6.8,2.35,846,-21621647.0
119.0,116.0,385.0,738.0,2171,0.0,1999.0,428.0,6.7,2.35,913,-19111857.0
75.0,0.0,677.0,4000.0,6863,3.0,2006.0,769.0,4.5,1.85,261,-31480159.0
123.0,64.0,637.0,808.0,5734,0.0,2009.0,720.0,5.0,2.35,0,4452209.0
98.0,89.0,3.0,88.0,173,1.0,1990.0,74.0,7.5,1.66,865,2713208.0
109.0,7.0,450.0,835.0,2572,0.0,2002.0,787.0,7.2,1.85,0,346122.0
110.0,272.0,551.0,801.0,2943,6.0,1982.0,796.0,7.2,1.85,0,9100000.0
103.0,163.0,968.0,11000.0,17533,2.0,2001.0,2000.0,5.2,2.35,0,25400856.0
160.0,181.0,820.0,11000.0,22516,0.0,2007.0,10000.0,7.5,2.35,0,-26095018.0
111.0,456.0,394.0,20000.0,21393,4.0,2015.0,548.0,5.8,2.35,24000,-115035182.0
98.0,66.0,562.0,3000.0,4567,0.0,2015.0,658.0,6.2,2.35,27000,27592530.0
127.0,79.0,50.0,12000.0,12574,1.0,2005.0,506.0,7.9,2.35,11000,-19871876.0
115.0,294.0,15.0,585.0,666,1.0,2007.0,39.0,8.1,1.85,11000,-3991940.0
85.0,10.0,178.0,3000.0,3617,0.0,1987.0,273.0,6.0,1.85,1000,10500000.0
91.0,0.0,407.0,3000.0,4409,1.0,2000.0,683.0,4.9,1.85,580,11035310.0
85.0,52.0,489.0,1000.0,3050,1.0,2001.0,935.0,4.4,1.85,0,1610731.0
106.0,357.0,4000.0,23000.0,45327,2.0,2001.0,14000.0,6.7,2.35,14000,106512310.0
109.0,487.0,3000.0,20000.0,34011,2.0,2011.0,10000.0,6.7,2.35,52000,-2446068.0
110.0,52.0,651.0,10000.0,13396,12.0,2012.0,2000.0,5.7,2.35,14000,1102171.0
103.0,179.0,87.0,794.0,1467,2.0,2005.0,329.0,5.6,2.35,0,-4527033.0
100.0,0.0,407.0,21000.0,39507,0.0,2006.0,18000.0,7.1,1.85,0,-3219004.0
104.0,144.0,290.0,939.0,2453,3.0,2008.0,875.0,5.8,2.35,687,-1331157.0
117.0,248.0,726.0,14000.0,16606,1.0,2011.0,798.0,6.8,2.35,32000,26533608.0
102.0,212.0,195.0,10000.0,11083,0.0,1987.0,633.0,5.9,1.85,314,-945296.0
102.0,18.0,186.0,670.0,1562,1.0,1999.0,419.0,5.8,1.85,284,-20984407.0
96.0,165.0,566.0,12000.0,14978,1.0,2012.0,774.0,5.5,2.35,0,-34816875.0
103.0,261.0,145.0,722.0,1201,0.0,1992.0,280.0,6.8,1.85,247,-3900000.0
130.0,0.0,11000.0,44000.0,73441,4.0,2013.0,15000.0,6.4,2.35,60000,19903076.0
104.0,212.0,380.0,879.0,2795,5.0,1990.0,560.0,6.3,2.35,2000,-18586498.0
100.0,350.0,30.0,201.0,365,1.0,2009.0,123.0,6.2,2.35,0,-20291812.0
103.0,65.0,908.0,2000.0,6807,0.0,2014.0,971.0,6.5,2.35,15000,62519230.0
115.0,180.0,87.0,1000.0,1686,0.0,2015.0,535.0,5.8,2.35,0,-29359355.0
93.0,8.0,970.0,8000.0,13232,2.0,2007.0,1000.0,6.3,1.85,0,57153533.0
74.0,188.0,865.0,11000.0,13917,2.0,2002.0,1000.0,6.5,1.85,892,-32737712.0
75.0,45.0,4.0,61.0,75,0.0,2009.0,5.0,7.7,1.85,11000,-5813617.0
73.0,11.0,142.0,1000.0,2020,0.0,1999.0,436.0,5.8,1.85,339,-5365542.0
136.0,0.0,3000.0,19000.0,34838,1.0,2005.0,12000.0,6.9,2.35,0,-90200974.0
170.0,165.0,244.0,453.0,1164,1.0,1964.0,272.0,7.9,2.2,0,55000000.0
80.0,2.0,186.0,6000.0,6829,0.0,2012.0,637.0,7.9,1.85,0,-9528558.0
122.0,589.0,150.0,848.0,1164,0.0,2008.0,153.0,6.5,1.85,0,32951479.0
139.0,168.0,1000.0,14000.0,22226,2.0,2014.0,5000.0,6.7,2.35,49000,65832203.0
92.0,114.0,434.0,912.0,2355,0.0,1987.0,535.0,2.8,2.35,0,-2236987.0
101.0,31.0,448.0,690.0,1993,0.0,1997.0,457.0,4.6,2.35,0,-28551183.0
100.0,15.0,284.0,799.0,2036,1.0,2010.0,553.0,7.8,1.85,29000,-59192738.0
111.0,906.0,906.0,1000.0,6315,2.0,1996.0,1000.0,7.6,2.35,3000,47001027.0
121.0,532.0,127.0,480.0,1261,0.0,2013.0,449.0,7.6,2.35,58000,85069696.0
143.0,0.0,748.0,15000.0,20495,0.0,2013.0,3000.0,7.2,2.35,118000,66021565.0
88.0,108.0,135.0,876.0,1518,1.0,2006.0,142.0,7.0,2.35,0,-27024351.0
96.0,44.0,129.0,625.0,1378,0.0,2000.0,487.0,6.6,1.85,170,800600.0
125.0,448.0,93.0,273.0,529,1.0,2004.0,114.0,8.1,2.35,0,-7913655.0
108.0,189.0,1000.0,49000.0,55486,2.0,2006.0,3000.0,6.4,1.85,3000,140863268.0
118.0,0.0,227.0,738.0,1458,0.0,1978.0,295.0,5.2,1.85,0,-11000000.0
86.0,62.0,59.0,390.0,727,1.0,2009.0,258.0,5.8,2.35,0,5993605.0
100.0,143.0,430.0,829.0,2295,1.0,2004.0,681.0,6.1,1.85,0,-14994117.0
97.0,19.0,977.0,40000.0,52122,3.0,1994.0,10000.0,6.8,1.85,0,-2800000.0
124.0,845.0,295.0,650.0,1640,0.0,2007.0,467.0,7.2,2.35,0,-14024817.0
111.0,456.0,394.0,20000.0,21393,4.0,2015.0,548.0,5.8,2.35,24000,-115035182.0
112.0,97.0,584.0,17000.0,19428,2.0,2014.0,920.0,7.1,2.35,24000,141616238.0
145.0,21000.0,243.0,534.0,1543,0.0,1992.0,273.0,6.4,2.35,0,5473600.0
108.0,521.0,129.0,13000.0,14161,1.0,2004.0,805.0,7.8,2.35,0,101049130.0
106.0,487.0,776.0,1000.0,4482,0.0,2011.0,919.0,6.3,2.35,10000,-8549125.0
91.0,27.0,925.0,12000.0,17299,0.0,2006.0,970.0,6.6,2.35,0,-1338990.0
100.0,38.0,1000.0,3000.0,7048,0.0,2005.0,1000.0,4.8,2.35,0,-18592056.0
109.0,155.0,293.0,426.0,1761,0.0,1995.0,387.0,5.0,1.85,0,31022333.0
125.0,729.0,322.0,442.0,1556,1.0,2002.0,344.0,7.2,1.85,0,35010106.0
104.0,420.0,560.0,20000.0,21714,0.0,2006.0,808.0,6.8,2.35,0,24360014.0
129.0,131.0,417.0,1000.0,2387,0.0,1973.0,559.0,8.3,1.85,0,154100000.0
88.0,0.0,640.0,2000.0,4499,0.0,2001.0,843.0,5.4,1.85,0,77692062.0
90.0,0.0,945.0,19000.0,23504,0.0,1997.0,957.0,6.3,1.85,0,28826569.0
133.0,549.0,343.0,10000.0,11799,0.0,2010.0,796.0,7.4,2.35,27000,-13870652.0
98.0,75.0,467.0,10000.0,11946,2.0,2013.0,520.0,6.1,2.35,45000,5682070.0
98.0,0.0,23.0,20000.0,28027,2.0,2004.0,8000.0,7.3,1.85,12000,6987757.0
80.0,66.0,816.0,2000.0,5628,0.0,2010.0,904.0,6.3,2.35,16000,23583175.0
88.0,8.0,8000.0,12000.0,33822,1.0,2006.0,11000.0,5.9,1.85,593,-21866841.0
126.0,13000.0,488.0,920.0,2725,0.0,1989.0,549.0,7.6,1.85,12000,216188924.0
96.0,6.0,38.0,206.0,493,0.0,1992.0,192.0,6.2,1.85,0,-1569178.0
125.0,0.0,957.0,10000.0,15569,1.0,1997.0,2000.0,5.8,2.35,2000,-1845268.0
88.0,96.0,360.0,24000.0,25637,1.0,2009.0,971.0,5.3,1.85,0,-8626307.0
99.0,32.0,521.0,773.0,2916,1.0,2002.0,664.0,5.1,1.85,0,46150692.0
89.0,7.0,91.0,3000.0,3361,2.0,2013.0,190.0,5.9,2.35,0,17011847.0
94.0,99.0,377.0,598.0,3552,1.0,2015.0,557.0,4.4,1.85,8000,41038190.0
98.0,0.0,594.0,18000.0,20060,0.0,1987.0,636.0,8.1,1.85,33000,14857814.0
104.0,80.0,658.0,8000.0,10430,4.0,1988.0,960.0,6.2,1.85,0,6793213.0
82.0,6.0,345.0,759.0,2197,0.0,2001.0,563.0,6.5,1.85,227,13696761.0
106.0,174.0,660.0,14000.0,16967,0.0,2014.0,664.0,7.0,2.35,24000,41439400.0
142.0,13.0,244.0,803.0,1769,2.0,1969.0,314.0,6.8,2.35,0,15800000.0
120.0,750.0,943.0,27000.0,40025,0.0,2015.0,9000.0,8.1,2.35,191000,3629485.0
107.0,24.0,85.0,10000.0,10691,13.0,2015.0,566.0,5.7,2.35,0,9284475.0
124.0,0.0,19.0,723.0,793,0.0,2001.0,44.0,6.8,2.35,0,-25280070.0
94.0,0.0,223.0,11000.0,11984,0.0,2010.0,642.0,7.6,1.85,63000,329466.0
112.0,277.0,327.0,1000.0,2412,0.0,1992.0,530.0,7.3,2.35,0,60249000.0
119.0,238.0,447.0,1000.0,2925,0.0,2010.0,561.0,6.3,2.35,12000,-18236870.0
109.0,37.0,651.0,11000.0,14073,0.0,2005.0,2000.0,6.8,2.35,10000,1019112.0
122.0,2000.0,1000.0,11000.0,15275,0.0,1999.0,1000.0,6.1,1.85,641,-32637500.0
115.0,521.0,883.0,13000.0,17369,0.0,2007.0,897.0,8.1,2.35,0,117137090.0
108.0,23.0,845.0,2000.0,4710,0.0,2016.0,860.0,5.8,2.35,73000,-17092709.0
110.0,335.0,988.0,11000.0,25763,0.0,2008.0,11000.0,6.7,2.35,0,59568845.0
109.0,19.0,568.0,1000.0,4231,1.0,2003.0,762.0,6.9,1.85,0,17277485.0
104.0,23.0,591.0,752.0,3133,0.0,2001.0,631.0,4.4,1.85,53,-83287549.0
144.0,0.0,581.0,662.0,2333,0.0,2007.0,599.0,7.1,2.35,8000,168759914.0
96.0,0.0,509.0,10000.0,17211,1.0,2007.0,6000.0,7.7,1.85,0,-7885118.0
142.0,0.0,854.0,978.0,5386,0.0,1999.0,911.0,6.6,1.85,0,-2716218.0
131.0,218.0,29.0,5000.0,5103,1.0,2001.0,35.0,7.6,2.35,0,-16603219.0
113.0,36.0,232.0,537.0,1302,1.0,1999.0,427.0,6.2,2.35,0,21704396.0
121.0,175.0,221.0,963.0,2131,0.0,2015.0,580.0,7.1,2.35,40000,-11752860.0
96.0,6.0,14.0,40.0,99,2.0,1989.0,30.0,5.1,1.33,321,-1507034.0
151.0,0.0,372.0,13000.0,14831,1.0,2015.0,801.0,8.1,2.35,153000,120430993.0
107.0,110.0,722.0,23000.0,25088,2.0,2002.0,876.0,7.5,2.35,20000,-18809982.0
110.0,278.0,179.0,3000.0,3864,3.0,1996.0,359.0,5.3,1.85,350,-25643000.0
138.0,737.0,14000.0,34000.0,83012,5.0,2013.0,23000.0,7.3,2.35,63000,110117807.0
94.0,607.0,215.0,933.0,2248,1.0,2003.0,518.0,6.0,1.85,0,-20761389.0
90.0,663.0,521.0,14000.0,16358,1.0,1999.0,631.0,8.0,2.35,0,-46840695.0
96.0,83.0,926.0,26000.0,30541,0.0,2009.0,968.0,6.2,1.85,0,-6369774.0
89.0,0.0,322.0,628.0,2061,0.0,2013.0,497.0,6.7,2.35,0,-2235973.0
100.0,0.0,249.0,640.0,1491,1.0,2006.0,261.0,5.7,1.85,140,-2428096.0
100.0,0.0,266.0,1000.0,1942,2.0,2005.0,373.0,6.6,2.35,19,-4475146.0
118.0,138.0,458.0,26000.0,28479,0.0,2013.0,968.0,6.2,2.35,17000,-17390018.0
88.0,7.0,484.0,2000.0,4478,0.0,1998.0,500.0,7.5,1.66,12000,30618403.0
92.0,5.0,924.0,22000.0,28050,0.0,2000.0,1000.0,4.1,1.85,413,-49999390.0
188.0,503.0,467.0,10000.0,12940,0.0,1978.0,593.0,7.3,2.35,0,79218018.0
135.0,0.0,715.0,3000.0,5917,1.0,2005.0,1000.0,7.0,2.35,3000,-10922453.0
100.0,55.0,416.0,12000.0,14611,4.0,2002.0,1000.0,5.5,2.35,0,30341670.0
105.0,101.0,157.0,1000.0,2016,4.0,2010.0,394.0,7.2,1.85,15000,2576314.0
163.0,14000.0,412.0,745.0,2529,0.0,2005.0,486.0,7.6,2.35,0,-22620910.0
151.0,563.0,1000.0,40000.0,48486,2.0,2006.0,5000.0,7.3,2.35,5000,198032628.0
100.0,122.0,83.0,210.0,469,0.0,2001.0,148.0,6.5,2.35,0,-1126033.0
113.0,33.0,11000.0,40000.0,80806,1.0,2016.0,25000.0,6.4,1.85,30000,-93153376.0
107.0,13.0,165.0,618.0,1095,3.0,2005.0,172.0,6.6,1.85,0,-8164216.0
110.0,342.0,393.0,623.0,1722,0.0,1997.0,508.0,7.3,1.85,578,200000.0
124.0,0.0,631.0,22000.0,24732,0.0,2008.0,1000.0,7.5,2.35,13000,-17918075.0
85.0,255.0,443.0,1000.0,3112,0.0,2002.0,533.0,7.2,1.66,0,65771527.0
125.0,0.0,700.0,8000.0,11135,2.0,1990.0,995.0,6.9,1.85,11000,164406268.0
97.0,3.0,161.0,400.0,805,0.0,1986.0,193.0,3.0,1.85,154,-14684317.0
117.0,17.0,912.0,1000.0,6554,9.0,2007.0,997.0,6.1,2.35,0,36121934.0
109.0,93.0,521.0,31000.0,35561,1.0,2011.0,3000.0,7.1,2.35,14000,-13642958.0
81.0,176.0,39.0,176.0,361,1.0,2002.0,67.0,6.2,2.35,0,6033556.0
129.0,335.0,64.0,15000.0,15595,1.0,2011.0,467.0,6.9,2.35,39000,-8163255.0
108.0,22.0,61.0,12000.0,14127,0.0,2009.0,2000.0,6.8,2.35,10000,-22673938.0
157.0,0.0,680.0,14000.0,18216,1.0,1999.0,826.0,7.9,2.35,0,-39034803.0
103.0,0.0,588.0,852.0,3030,1.0,2010.0,618.0,6.8,2.35,60000,52491137.0
116.0,179.0,236.0,15000.0,16149,2.0,2010.0,567.0,6.6,2.35,23000,-109244357.0
130.0,386.0,525.0,912.0,2856,0.0,2006.0,549.0,6.5,2.35,0,33338338.0
129.0,719.0,423.0,660.0,2031,0.0,1997.0,475.0,7.2,1.85,0,-50299935.0
107.0,71.0,304.0,967.0,1962,0.0,1984.0,455.0,6.5,1.85,0,71800000.0
110.0,134.0,795.0,23000.0,25049,3.0,2005.0,1000.0,5.8,2.35,0,-31527637.0
120.0,0.0,160.0,3000.0,3632,0.0,2008.0,169.0,7.0,1.85,3000,-9245330.0
136.0,258.0,94.0,12000.0,12396,0.0,1998.0,174.0,6.7,2.35,0,28771072.0
103.0,24.0,10.0,127.0,163,0.0,2000.0,10.0,6.1,2.35,560,-8394275.0
116.0,176.0,84.0,192.0,475,0.0,1997.0,117.0,6.2,2.35,0,-6644564.0
87.0,13000.0,787.0,940.0,4774,0.0,2012.0,925.0,7.0,1.85,25000,-3712212.0
102.0,133.0,690.0,2000.0,5443,1.0,1994.0,1000.0,3.8,2.35,0,-1576479.0
111.0,456.0,21.0,157.0,257,0.0,2011.0,33.0,6.8,2.35,38000,10247512.0
132.0,0.0,122.0,405.0,914,1.0,1983.0,194.0,6.6,1.85,0,18400000.0
92.0,19.0,599.0,18000.0,20135,1.0,1997.0,759.0,5.8,1.85,161,-3987164.0
94.0,12.0,183.0,17000.0,17883,0.0,2015.0,523.0,6.7,1.85,26000,42343675.0
92.0,13.0,17.0,42.0,170,0.0,1985.0,27.0,4.7,1.85,1000,19100000.0
82.0,87.0,444.0,1000.0,3818,0.0,2012.0,581.0,6.1,2.35,14000,-3157942.0
109.0,37.0,651.0,11000.0,14073,0.0,2005.0,2000.0,6.8,2.35,10000,1019112.0
94.0,24.0,545.0,834.0,2662,3.0,1999.0,625.0,5.8,1.85,309,-1200000.0
135.0,503.0,67.0,8000.0,8355,1.0,1997.0,137.0,6.7,2.35,0,1081498.0
88.0,25.0,433.0,921.0,2652,0.0,2011.0,562.0,5.4,2.35,0,-128620685.0
132.0,14000.0,928.0,19000.0,21411,0.0,2013.0,981.0,7.8,2.35,92000,38756232.0
167.0,473.0,303.0,559.0,2702,0.0,2015.0,427.0,7.9,2.35,76000,133029270.0
102.0,346.0,488.0,947.0,2572,0.0,2004.0,526.0,6.6,1.66,532,-49976894.0
171.0,0.0,695.0,3000.0,6521,0.0,2000.0,933.0,8.5,2.35,21000,84670866.0
100.0,0.0,440.0,488.0,2428,0.0,1999.0,488.0,3.5,1.37,129,5110552.0
116.0,0.0,50.0,109.0,245,0.0,2002.0,67.0,6.0,1.85,204,-17174509.0
100.0,126.0,925.0,19000.0,25206,2.0,2010.0,1000.0,5.4,2.35,0,-27999515.0
114.0,737.0,393.0,2000.0,3743,1.0,1999.0,490.0,7.1,2.35,3000,12652036.0
91.0,38.0,362.0,17000.0,18711,0.0,2004.0,632.0,5.2,1.85,591,-1297136.0
100.0,12.0,6.0,245.0,295,0.0,1998.0,38.0,7.2,1.85,603,-17786.0
170.0,23.0,2.0,7.0,15,0.0,1994.0,6.0,8.3,1.33,0,7130611.0
93.0,148.0,170.0,549.0,1373,5.0,2013.0,269.0,4.4,2.35,0,-10482822.0
132.0,333.0,284.0,380.0,1429,2.0,2002.0,326.0,7.3,1.85,0,-102725701.0
107.0,26.0,535.0,889.0,3274,0.0,2007.0,618.0,3.6,2.35,0,-24043621.0
100.0,55.0,416.0,12000.0,14611,4.0,2002.0,1000.0,5.5,2.35,0,30341670.0
101.0,0.0,577.0,2000.0,4286,1.0,2010.0,653.0,7.0,2.35,16000,-24326667.0
120.0,17.0,808.0,22000.0,33585,1.0,2001.0,9000.0,6.1,2.35,748,-17624564.0
129.0,0.0,203.0,18000.0,19065,1.0,1990.0,269.0,6.5,1.85,720,6153600.0
116.0,503.0,982.0,23000.0,43887,0.0,2003.0,18000.0,5.6,2.35,0,-60519261.0
95.0,425.0,560.0,973.0,2737,1.0,2006.0,776.0,5.1,2.35,1000,-7473856.0
85.0,0.0,503.0,1000.0,2908,0.0,2002.0,535.0,5.2,2.35,187,14880476.0
115.0,0.0,360.0,1000.0,1964,0.0,2000.0,436.0,6.6,1.85,290,35168022.0
91.0,83.0,794.0,3000.0,7875,0.0,2015.0,1000.0,4.5,1.85,0,-6782889.0
114.0,52.0,539.0,12000.0,13905,1.0,1998.0,702.0,6.7,2.35,0,23745923.0
113.0,7.0,35.0,11000.0,11116,2.0,2001.0,43.0,6.5,1.85,650,-2279629.0
85.0,0.0,178.0,332.0,1090,0.0,2005.0,285.0,6.5,2.35,0,31859105.0
140.0,0.0,14000.0,26000.0,79150,0.0,2015.0,23000.0,7.2,2.35,94000,160034110.0
111.0,23.0,1000.0,3000.0,9638,1.0,2003.0,3000.0,7.6,1.85,0,11407470.0
115.0,549.0,911.0,3000.0,5732,0.0,2004.0,912.0,7.9,2.35,18000,48057348.0
110.0,10.0,844.0,3000.0,6420,3.0,2008.0,2000.0,6.9,2.35,0,323741.0
108.0,4.0,96.0,687.0,1134,1.0,2003.0,312.0,5.2,2.35,505,-18891023.0
110.0,82.0,177.0,387.0,1198,2.0,1964.0,202.0,7.8,1.37,0,48100000.0
89.0,18.0,226.0,658.0,1233,0.0,2003.0,257.0,4.4,2.35,858,6734992.0
107.0,192.0,280.0,40000.0,42683,2.0,2015.0,2000.0,5.5,2.35,12000,-52394332.0
88.0,189.0,799.0,934.0,3707,1.0,2002.0,927.0,5.4,1.85,896,32811275.0
105.0,29.0,692.0,8000.0,12344,1.0,1997.0,1000.0,6.3,2.35,0,80805112.0
117.0,11000.0,451.0,905.0,2348,0.0,1996.0,484.0,6.0,2.35,0,-24898139.0
115.0,295.0,466.0,10000.0,12068,1.0,2004.0,981.0,7.1,2.35,0,24795350.0
92.0,50.0,517.0,3000.0,5810,2.0,2014.0,1000.0,6.9,1.85,11000,-33494358.0
84.0,64.0,748.0,2000.0,4617,0.0,2011.0,892.0,5.4,1.85,0,2860839.0
96.0,17.0,688.0,2000.0,4607,4.0,2009.0,989.0,6.5,2.35,0,-3525492.0
112.0,277.0,327.0,1000.0,2412,0.0,1992.0,530.0,7.3,2.35,0,60249000.0
105.0,25.0,51.0,461.0,615,0.0,2015.0,79.0,7.2,2.35,12000,-33873489.0
121.0,353.0,18.0,45.0,142,0.0,2008.0,30.0,6.6,1.85,0,-21926608.0
112.0,608.0,733.0,11000.0,22479,1.0,1985.0,10000.0,7.4,1.85,0,53500000.0
113.0,17.0,551.0,14000.0,15914,1.0,1989.0,599.0,6.8,1.85,0,39571513.0
92.0,5.0,924.0,22000.0,28050,0.0,2000.0,1000.0,4.1,1.85,413,-49999390.0
96.0,192.0,501.0,40000.0,41293,1.0,2004.0,534.0,6.6,2.35,0,7781388.0
